Ticker,Summary,Sentiment,Confidence,URL
NVDA,E-commerce sales surge by 20.2% in July. Net sales for the first 48 weeks of the fiscal year total $229.81 billion,POSITIVE,0.979826689,https://www.investing.com/news/company-news/costco-posts-71-sales-increase-in-july-93CH-3560857
NVDA,Company plans to use the net proceeds for general corporate expenses.,NEGATIVE,0.990653157,https://www.investing.com/news/company-news/centerpoint-energy-plans-250-million-stock-sale-93CH-3560797
NVDA,"Bitcoin's market cap was last at $1,081.5659B; Ethereum's was at $2,345.35",NEGATIVE,0.998068869,https://www.investing.com/news/cryptocurrency-news/xrp-climbs-11-in-bullish-trade-3560564
NVDA,"Revenue for the quarter came in at $1.90 billion, below analysts' estimates.",NEGATIVE,0.976105988,https://www.investing.com/news/stock-market-news/monster-beverage-shares-tumble-after-disappointing-q2-earnings-3560613
NVDA,E-commerce firm sees Q3 revenue growth in the low-to-mid-twenties percentage range.,POSITIVE,0.987971485,https://www.investing.com/news/stock-market-news/shopify-stock-soars-on-solid-q2-report-issues-q3-guidance-432SI-3559040
NVDA,"Second-quarter dividend unchanged at $0.26 per share. Net asset value as of June 30, 2024 was $11.36 per share",NEGATIVE,0.982182324,https://www.investing.com/news/company-news/barings-bdc-reports-increased-net-investment-income-93CH-3560805
NVDA,Emil Kakkis is the company's president and CEO.,POSITIVE,0.997777641,https://www.investing.com/news/company-news/ultragenyx-ceo-sells-shares-worth-over-1m-93CH-3560424
NVDA,IPO priced at $4-$5 per share.,NEGATIVE,0.99454248,https://www.investing.com/news/stock-market-news/springview-holdings-files-for-125m-share-ipo-at-45sh-432SI-3560446
META,Networks segment took a $9.1B hit. Global direct-to-conumerous subscribers up 3.6 million,NEGATIVE,0.998415112,https://www.investing.com/news/stock-market-news/warner-bros-discovery-reports-wider-q2-loss-on-91b-hit-to-networks-unit-3560624
META,"Shares are currently up more than 3%, trading around the $91.80 mark",POSITIVE,0.984345734,https://www.investing.com/news/stock-market-news/micron-resumes-buybacks-shares-gain-432SI-3559985
META,Your information may be shared with third parties.,NEGATIVE,0.990354538,https://www.google.com/search?q%3Dinvesting.com%26tbm%3Dnws%26pccc%3D1
META,E-commerce sales surge by 20.2% in July. Net sales for the first 48 weeks of the fiscal year total $229.81 billion,POSITIVE,0.979826689,https://www.investing.com/news/company-news/costco-posts-71-sales-increase-in-july-93CH-3560857
META,Company plans to use the net proceeds for general corporate expenses.,NEGATIVE,0.990653157,https://www.investing.com/news/company-news/centerpoint-energy-plans-250-million-stock-sale-93CH-3560797
META,"Bitcoin's market cap was last at $1,081.5659B; Ethereum's was at $2,345.35",NEGATIVE,0.998068869,https://www.investing.com/news/cryptocurrency-news/xrp-climbs-11-in-bullish-trade-3560564
META,"Revenue for the quarter came in at $1.90 billion, below analysts' estimates.",NEGATIVE,0.976105988,https://www.investing.com/news/stock-market-news/monster-beverage-shares-tumble-after-disappointing-q2-earnings-3560613
META,E-commerce firm sees Q3 revenue growth in the low-to-mid-twenties percentage range.,POSITIVE,0.987971485,https://www.investing.com/news/stock-market-news/shopify-stock-soars-on-solid-q2-report-issues-q3-guidance-432SI-3559040
META,"Second-quarter dividend unchanged at $0.26 per share. Net asset value as of June 30, 2024 was $11.36 per share",NEGATIVE,0.982182324,https://www.investing.com/news/company-news/barings-bdc-reports-increased-net-investment-income-93CH-3560805
META,Emil Kakkis is the company's president and CEO.,POSITIVE,0.997777641,https://www.investing.com/news/company-news/ultragenyx-ceo-sells-shares-worth-over-1m-93CH-3560424
META,IPO priced at $4-$5 per share.,NEGATIVE,0.99454248,https://www.investing.com/news/stock-market-news/springview-holdings-files-for-125m-share-ipo-at-45sh-432SI-3560446
AMZN,Networks segment took a $9.1B hit. Global direct-to-conumerous subscribers up 3.6 million,NEGATIVE,0.998415112,https://www.investing.com/news/stock-market-news/warner-bros-discovery-reports-wider-q2-loss-on-91b-hit-to-networks-unit-3560624
AMZN,"Shares are currently up more than 3%, trading around the $91.80 mark",POSITIVE,0.984345734,https://www.investing.com/news/stock-market-news/micron-resumes-buybacks-shares-gain-432SI-3559985
AMZN,Your information may be shared with third parties.,NEGATIVE,0.990354538,https://www.google.com/search?q%3Dinvesting.com%26tbm%3Dnws%26pccc%3D1
AMZN,E-commerce sales surge by 20.2% in July. Net sales for the first 48 weeks of the fiscal year total $229.81 billion,POSITIVE,0.979826689,https://www.investing.com/news/company-news/costco-posts-71-sales-increase-in-july-93CH-3560857
AMZN,Company plans to use the net proceeds for general corporate expenses.,NEGATIVE,0.990653157,https://www.investing.com/news/company-news/centerpoint-energy-plans-250-million-stock-sale-93CH-3560797
AMZN,"Bitcoin's market cap was last at $1,081.5659B; Ethereum's was at $2,345.35",NEGATIVE,0.998068869,https://www.investing.com/news/cryptocurrency-news/xrp-climbs-11-in-bullish-trade-3560564
AMZN,"Revenue for the quarter came in at $1.90 billion, below analysts' estimates.",NEGATIVE,0.976105988,https://www.investing.com/news/stock-market-news/monster-beverage-shares-tumble-after-disappointing-q2-earnings-3560613
AMZN,E-commerce firm sees Q3 revenue growth in the low-to-mid-twenties percentage range.,POSITIVE,0.987971485,https://www.investing.com/news/stock-market-news/shopify-stock-soars-on-solid-q2-report-issues-q3-guidance-432SI-3559040
AMZN,"Second-quarter dividend unchanged at $0.26 per share. Net asset value as of June 30, 2024 was $11.36 per share",NEGATIVE,0.982182324,https://www.investing.com/news/company-news/barings-bdc-reports-increased-net-investment-income-93CH-3560805
AMZN,Emil Kakkis is the company's president and CEO.,POSITIVE,0.997777641,https://www.investing.com/news/company-news/ultragenyx-ceo-sells-shares-worth-over-1m-93CH-3560424
AMZN,IPO priced at $4-$5 per share.,NEGATIVE,0.99454248,https://www.investing.com/news/stock-market-news/springview-holdings-files-for-125m-share-ipo-at-45sh-432SI-3560446
GOOGL,Networks segment took a $9.1B hit. Global direct-to-conumerous subscribers up 3.6 million,NEGATIVE,0.998415112,https://www.investing.com/news/stock-market-news/warner-bros-discovery-reports-wider-q2-loss-on-91b-hit-to-networks-unit-3560624
GOOGL,"Shares are currently up more than 3%, trading around the $91.80 mark",POSITIVE,0.984345734,https://www.investing.com/news/stock-market-news/micron-resumes-buybacks-shares-gain-432SI-3559985
GOOGL,Your information may be shared with third parties.,NEGATIVE,0.990354538,https://www.google.com/search?q%3Dinvesting.com%26tbm%3Dnws%26pccc%3D1
GOOGL,E-commerce sales surge by 20.2% in July. Net sales for the first 48 weeks of the fiscal year total $229.81 billion,POSITIVE,0.979826689,https://www.investing.com/news/company-news/costco-posts-71-sales-increase-in-july-93CH-3560857
GOOGL,Company plans to use the net proceeds for general corporate expenses.,NEGATIVE,0.990653157,https://www.investing.com/news/company-news/centerpoint-energy-plans-250-million-stock-sale-93CH-3560797
GOOGL,"Bitcoin's market cap was last at $1,081.5659B; Ethereum's was at $2,345.35",NEGATIVE,0.998068869,https://www.investing.com/news/cryptocurrency-news/xrp-climbs-11-in-bullish-trade-3560564
GOOGL,"Revenue for the quarter came in at $1.90 billion, below analysts' estimates.",NEGATIVE,0.976105988,https://www.investing.com/news/stock-market-news/monster-beverage-shares-tumble-after-disappointing-q2-earnings-3560613
GOOGL,E-commerce firm sees Q3 revenue growth in the low-to-mid-twenties percentage range.,POSITIVE,0.987971485,https://www.investing.com/news/stock-market-news/shopify-stock-soars-on-solid-q2-report-issues-q3-guidance-432SI-3559040
GOOGL,"Second-quarter dividend unchanged at $0.26 per share. Net asset value as of June 30, 2024 was $11.36 per share",NEGATIVE,0.982182324,https://www.investing.com/news/company-news/barings-bdc-reports-increased-net-investment-income-93CH-3560805
GOOGL,Emil Kakkis is the company's president and CEO.,POSITIVE,0.997777641,https://www.investing.com/news/company-news/ultragenyx-ceo-sells-shares-worth-over-1m-93CH-3560424
GOOGL,IPO priced at $4-$5 per share.,NEGATIVE,0.99454248,https://www.investing.com/news/stock-market-news/springview-holdings-files-for-125m-share-ipo-at-45sh-432SI-3560446
